Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL1520025,CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@@]12C,5.1
CHEMBL1374903,C=CCOC(=O)C(C(C)=O)C(NC(=O)OC)c1ccccc1,5.4
CHEMBL1086446,Cc1ccc(N=C=O)cc1N=C=O,4.8
CHEMBL1688889,Cc1nn(C)c2nc(N(C)CCN(C)C)c(C(=O)NC(=O)Nc3cccc(OC(C)C)c3)cc12.Cl,
CHEMBL2393183,Nc1ccc(CNC(=O)Nc2ccc(S(=O)(=O)c3ccccc3)cc2)cn1,
CHEMBL3104250,C/C(=N\NC(=O)c1cccc(S(=O)(=O)N2CCOCC2)c1)c1cc(Cl)ccc1O,5.58
CHEMBL258734,CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O,
CHEMBL1362657,O=c1oc2cc(/N=C\c3ccc4c(c3)OCO4)ccc2c2ccccc12,5.4
CHEMBL123,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,6.8
CHEMBL1551616,COc1ccccc1CN1CC[C@@]2(CCCN(C(=O)c3cccc(F)c3)C2)C1,4.8
CHEMBL1381098,S=C=Nc1cccc2ccccc12,4.6
CHEMBL1396778,CCN(CC)CCCn1c(-c2ccccc2)nc2c(NCc3ccccc3)nc(C)nc21,5
CHEMBL1514735,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)OCOC(=O)C(C)(C)C)=C(/C=C\c3scnc3C)CSC12)c1csc(N)n1,5.4
CHEMBL1551633,COCCn1c(=O)c(-c2cccc(C#N)c2)nc2cnc(Oc3ccccc3)nc21,4.6
CHEMBL1318045,COc1ccccc1CNc1nc(-c2ccc(C(=O)N(C)C)cc2)nc2ccccc12,4.7
CHEMBL1437133,Cn1cccc1C(=O)N1CCC2(CC1)CCN(C(c1ccccc1)c1ccccc1)CC2,4.8
CHEMBL1535689,O=C1c2c(O)ccc([N+](=O)[O-])c2C(=O)c2c([N+](=O)[O-])ccc(O)c21,5.1
CHEMBL1484253,Cc1noc(C)c1-c1cc(NCc2cccs2)ncn1,4.5
CHEMBL1333104,COC(=O)[C@@H]1C[C@@]2(O)[C@H](O)[C@H](O)[C@H](O)C[C@H]2N1Cc1ccccc1OS(=O)(=O)c1ccc(C)cc1,5.1
CHEMBL1562657,C#CCN1C(C)=C(C(=O)OC)[C@@H](c2cccc([N+](=O)[O-])c2)C(C(=O)OCC)=C1C,5.5
CHEMBL1562610,Cc1ccc(Cl)c(Nc2ccccc2C(=O)[O-])c1Cl.O.[Na+],4.9
CHEMBL1358142,CC(C)NC(=O)N1CCCC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,4.6
CHEMBL307893,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,4.4
CHEMBL1523579,CN(C)C(=O)c1ccc(-c2nc(Nc3ccccc3)c3ccccc3n2)cc1,4.8
CHEMBL1512719,C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(O)C(C)(C)C(CC(=O)OC)[C@@]12C,4.9
CHEMBL117,O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,5.5
CHEMBL1435889,COc1ccc(-n2c(=O)c(C)nc3cnc(N4CCNCC4)nc32)cc1,4.6
CHEMBL1368892,CCCC[C@@H]1C[C@H]1C(NC(=O)c1ccccc1)c1ccc(Cl)cc1,5.4
CHEMBL1256516,N[C@@H](Cc1cc(O)c(O)cc1O)C(=O)O,4.8
CHEMBL1357199,CNc1ncnc2ccc(-c3ccccc3OC)cc12,4.7
CHEMBL1318518,O=C(Nc1cccc(F)c1)N1CCCC2(CCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)CC2)C1,4.9
CHEMBL550495,CN(C)c1ccc2nc3ccc(=[N+](C)C)cc-3sc2c1.O.O.O.[Cl-],4.8
CHEMBL595227,N=C1Sc2ccccc2C2=NCCCN12,4.6
CHEMBL1318565,CO[C@@H]1COC(=O)[C@H](COCc2ccccc2)NC(=O)C/C=C\[C@@H](C)[C@H](OC)COC(=O)[C@@H](C)NC(=O)C/C=C\[C@H]1C,5.5
CHEMBL13470,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,5.3
CHEMBL495067,CC1=C2C(=COC(C)C2C)C(O)=C(C(=O)O)C1=O,4.8
CHEMBL806,CC(C)C(=O)Nc1ccc([N+](=O)[O-])c(C(F)(F)F)c1,5.3
CHEMBL1512919,c1cncc(-c2cc(NCc3cccs3)ncn2)c1,5.6
CHEMBL1373160,Cn1cccc1C(=O)N1CCC2(CC1)CN(c1ccccn1)C2,4.9
CHEMBL1159,CC(N/C(=N\C#N)Nc1ccncc1)C(C)(C)C,5.5
CHEMBL1371789,COc1ccc2oc(-c3ccc(O)cc3)cc(=O)c2c1,5.4
CHEMBL3127520,O=C(Nc1ccc(S(=O)(=O)c2ccccc2)cc1)[C@@H]1C[C@H]1c1cccnc1,
CHEMBL1554018,CC(=O)NCCNc1ncncc1-c1ccccc1C(F)(F)F,6
CHEMBL1370594,FC(F)(F)c1ccc(C2[C@H]3CN(CC4CCCCC4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,4.8
CHEMBL1493039,CCCCNc1nc(SC)nc2[nH]cnc12,5.5
CHEMBL1480740,CCC1=C2CC[C@H]3C(=O)N(CC(=O)OC)C(=O)[C@H]3[C@H]2[C@@]2(C)C(=O)N(Cc3ccccc3)C(=O)N2C1=O,4.8
CHEMBL1406307,O=[N+]([O-])c1cc(Cl)cc2c1nc(NCCO)c1ccccc12,5.5
CHEMBL1322675,CCCNC[C@H](O)COc1ccccc1C(=O)CCc1ccccc1,5.4
CHEMBL36,CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,5
CHEMBL1231330,N[C@H](C(=O)O)[C@H](O)C(=O)O,7.5
CHEMBL1441593,Cc1cc(C)cc(C(=N)c2ccccc2Cc2cccc3ccccc23)c1,5.6
CHEMBL1475620,O=C(c1cnccn1)N1CCC2(CCCN(C(c3ccccc3)c3ccccc3)C2)CC1,5.8
CHEMBL1358588,O=c1c(-c2cccs2)nc2cncnc2n1C1CC1,5.3
CHEMBL1354414,CC(C)(C)c1ccc(OC2C(O)COC2/C=C/C#Cc2ccccc2)cc1,5.4
CHEMBL1354626,CN(CCc1ccccn1)c1ccc2c(c1)C(=O)c1ccccc1-2,5.5
CHEMBL14276,COc1cc2c(cc1C(F)(F)F)N(C(=O)Nc1cc(F)cc(-c3cccnc3)c1)CC2,5.6
CHEMBL18879,C=CC(C)(C)c1[nH]c2ccccc2c1C1=C(O)C(O)=C(c2c[nH]c3c(CC=C(C)C)cccc23)C(=O)C1=O,4.6
CHEMBL1396298,O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@H](CO)O2)cc1/C=C\Br,4.7
CHEMBL1492205,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(C)o4)c3C[C@H]2CN1C(=O)c1ccccc1,5.5
CHEMBL1452710,COc1c(O)c(O)cc2c1oc1c3ccccc3oc(=O)c21,4.6
CHEMBL1316461,O=S(=O)(c1ccccc1)N1CCC2(CCCN(Cc3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)CC1,5.9
CHEMBL1433680,CC(C)[C@]1(NC(=O)[C@@H]2C=C3c4cccc5[nH]cc(c45)C[C@H]3N(C)C2)O[C@@]2(O)[C@H]3CCCN3C(=O)[C@H](Cc3ccccc3)N2C1=O,6
CHEMBL1446743,CCO[C@H]1O[C@@H]([C@H](COCc2ccccc2)OCc2ccccc2)[C@@H](OCc2ccccc2)[C@H]1O,5.1
CHEMBL1591910,CCC1=C2CC[C@H]3C(=O)NC(=O)[C@H]3[C@H]2[C@@]2(C)/C(=N/CCc3c[nH]c4ccccc34)OC(=O)N2C1=O,4.9
CHEMBL72,CNCCCN1c2ccccc2CCc2ccccc21,4.9
CHEMBL1590060,O=C(Nc1ccccc1)N1CC[C@@]2(CCCN(C(=O)c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C2)C1,4.9
CHEMBL1354424,C=C1CCC(O)C/C1=C\C=C1/CCCC2(C)C1CCC2C(C)CCCC(C)C,4.5
CHEMBL405912,COc1cccc(-c2nccc(-n3ccnc3)n2)c1,6
CHEMBL1368111,C[C@@H](c1ccccc1)N1C(=O)[C@H]2CC[C@@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,5.4
CHEMBL1433704,COCCn1c(=O)c(-c2ccccc2)nc2cnc(Oc3ccccc3)nc21,4.5
CHEMBL1516346,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC(=O)OC)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,5.2
CHEMBL1525886,C[C@H](CN(C)C)C(C#N)(c1ccccc1)c1ccccc1,5.4
CHEMBL1396301,CCN(CC)CCCCn1c(-c2ccccc2)nc2c(N(CCOC)CCOC)nc(C)nc21,4.9
CHEMBL1316464,COC(=O)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,5.4
CHEMBL405760,CCCCNC(=O)C(c1ccc(OCC(=O)OC)c(C(=O)OC)c1)N(Cc1ccccn1)C(=O)CCCCCN1C(=O)NC(c2ccc(-c3ccccc3)cc2)C(C(=O)OCc2ccccc2)=C1C,5.1
CHEMBL491771,Cc1cccc(CNc2ncnc3ccc(-c4cccc(NS(C)(=O)=O)c4)cc23)c1,5.8
CHEMBL1669796,Cc1cc(C)cc(NC(=O)c2cccnc2SCc2ccnc(NC(=O)CN)c2)c1,
CHEMBL389621,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO,4.7
CHEMBL1594058,N#CCCn1c(=O)c(CCc2ccccc2)nc2cnc(OCc3ccccc3)nc21,6.7
CHEMBL1374623,COCCNC(=O)[C@H](C)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,5.1
CHEMBL181633,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3cc(I)ccc23)cc1,5.3
CHEMBL1516289,CC(=O)OC[C@@H]1O[C@@H](O/N=C2/C[C@@H](O)[C@@H](O)[C@H]3[C@@H]2CC[C@@H]2C(=O)N(c4cccc(Oc5ccccc5)c4)C(=O)[C@H]23)[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@H]1OC(C)=O,5.5
CHEMBL445102,OC1(c2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,5.6
CHEMBL1555368,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4ccc(S(C)(=O)=O)cc4)c3C[C@H]2CN1C(=O)c1ccccc1,5.5
CHEMBL1594132,CC(=O)Oc1c(-c2ccccc2)oc2c(CC=C(C)C)c3c(c(OC(C)=O)c2c1=O)C=CC(C)(C)O3,5
CHEMBL22,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,4.9
CHEMBL1358659,C[C@@H]1c2ccccc2CN1CC1=NCCN1,4.5
CHEMBL1516249,O=C(c1cccc(F)c1)N1CCC2(CC1)CCN(c1ncccn1)CC2,5.1
CHEMBL1486734,Cc1ccccc1-c1ccc2ncnc(NCc3cccnc3)c2c1,5.8
CHEMBL1433798,Cc1cnc(CNc2nc(-c3ccccc3Cl)nc3ccccc23)cn1,5.1
CHEMBL960,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1,5.3
CHEMBL1339029,COc1cccc(CNc2ccc3nc(-c4ccc(N)cc4)c(OC)n3n2)c1,5.3
CHEMBL1255755,Cl.Nc1ccc(-c2ccc3ccccc3n2)cc1,5.4
CHEMBL1408286,COc1cccc(Cn2c(=O)c(-c3ccc(F)cc3)nc3cnc(N(C)C)nc32)c1,4.6
CHEMBL1484904,CC1CCC2C(=O)N3C(CCC(C)[C@H]3c3ccccc3Br)C(=O)N2C1c1ccccc1Br,5.9
CHEMBL1406408,COC(=O)c1ccc(C(NC(=O)OCc2ccccc2)/C(I)=C/[C@@H](C)C(=O)NCC2CC2)cc1,5.4
CHEMBL278041,Oc1ccc(-c2nc(-c3ccc(F)cc3)c(-c3ccncc3)[nH]2)cc1,6
CHEMBL221753,CC(C)(C)CC(C)(C)c1ccc(OCCOCC[N+](C)(C)Cc2ccccc2)cc1.[Cl-],4.6
CHEMBL287045,CCN(CC)CCOC(=O)c1cc(Cl)c(N)cc1OC,4.5
CHEMBL1569497,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N(C)C)n(CCO)c3C[C@H]2CN1C(=O)c1ccccc1,5.4
CHEMBL1569823,,5.2
CHEMBL1445772,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@@H]2C(=CC(=O)[C@H]2CC(=O)C(=O)N2CCCC2)CN1C(=O)c1ccccc1,5.3
CHEMBL1370080,COC(=O)[C@@H]1C[C@H]2CC[C@H](O)C[C@H]2N1Cc1ccc(C(F)(F)F)cc1,4.9
CHEMBL1519225,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC2(CCCN(c3ccncc3)C2)CC1,5.4
CHEMBL1475487,CN(C)c1ncnc2ccc(-c3cccnc3)cc12,6
CHEMBL1401642,FC(F)(F)c1ccc(C2[C@H]3CN(Cc4ccc(-c5ccccc5)cc4)[C@H](c4ccccc4)C34CC2(c2cccnc2)C4)cc1,4.8
CHEMBL1525774,CC(C)CC1(C(=O)NCc2ccccn2)C=CCN1C(=O)c1ccccc1,4.8
CHEMBL1597037,Cc1ccccc1-c1ccc2ncnc(NC3CC3)c2c1,5.5
CHEMBL1343453,Nc1ccc(C(=O)O)c(O)c1.Nc1ccc(C(=O)O)c(O)c1,5.1
CHEMBL711,O=C1c2ccccc2C(=O)C1c1ccccc1,4.5
CHEMBL15023,O=C(CCCN1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccc(F)cc1,7.4
CHEMBL1435509,O=S(=O)(c1ccccc1)N1CCC2(CCCN(c3ccccc3)C2)CC1,5.4
CHEMBL1354262,O=c1c(-c2ccc(Cl)cc2)nc2cnc(N3CCNCC3)nc2n1Cc1ccc(F)cc1,4.9
CHEMBL1433464,Cc1cccc(CNc2nc(-c3ccoc3)nc3ccccc23)c1,5.2
CHEMBL1356390,C=C1C(=O)O[C@@H]2[C@@H]1CC/C(C)=C\CC[C@@]1(C)O[C@H]21,4.9
CHEMBL1316337,COc1ccc(Oc2ncc3nc(CCc4ccccc4)c(=O)n(C4CC4)c3n2)cc1,5.3
CHEMBL1327619,Cc1c(C(=O)c2ccc3ccccc3c2)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,5.1
CHEMBL1354372,O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1ccncc1)CC2,4.9
CHEMBL1558796,CC(C)CC(C)Nc1ccc(Nc2ccccc2)cc1,4.6
CHEMBL490742,N#Cc1cccc(-c2cncnc2NCc2ccccc2)c1,5.9
CHEMBL1514016,COCCn1c(=O)c(-c2ccccc2)nc2cnc(OCc3ccccc3)nc21,4.6
CHEMBL3622445,Cc1nnc2n1-c1ccc(-c3cncc([C@](C)(O)C(F)(F)F)c3)cc1CC2,
CHEMBL3629740,O=C1OCC[C@]12CCC[C@@]1(S(=O)(=O)c3ccc(Cl)cc3)c3c(F)ccc(F)c3OC[C@@H]21,
CHEMBL64,NNC(=O)c1ccncc1,
CHEMBL3527048,,
CHEMBL267044,CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,
CHEMBL252518,C[C@@H]1CC[C@H]2[C@@H](C)[C@@H](O)O[C@@H]3O[C@]4(C)CC[C@@H]1[C@@]23OO4,
CHEMBL3526580,Cc1nn(C[C@H](F)CN2C3CCC2CC(OCc2cccc(F)c2)C3)c(=O)n1C,
CHEMBL165790,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,
CHEMBL1201631,,
CHEMBL1672054,,
CHEMBL2105807,CO[C@H]1C[C@@H](O[C@H]2C[C@H]([C@H]3O[C@](C)(O)[C@H](C)C[C@@H]3C)O[C@H]2[C@]2(C)CC[C@H]([C@]3(C)CC[C@]4(C[C@H](O)[C@@H](C)[C@@H]([C@@H](C)[C@@H]5O[C@](O)(CC(=O)O)[C@@H](C)[C@H](OC)[C@H]5OC)O4)O3)O2)O[C@@H](C)[C@@H]1OC.N,
CHEMBL1712923,Nc1nc(N)nc(-c2cc(Cl)ccc2Cl)n1.O=C(O)/C=C\C(=O)O,
CHEMBL495778,C=C(C)C1(O)OC(=O)C=C1OC,
CHEMBL4106321,,
CHEMBL1200374,,
CHEMBL852,N[C@@H](Cc1ccc(N(CCCl)CCCl)cc1)C(=O)O,
CHEMBL281743,COc1ccc2c3nc[nH]c(N4CCN(CCc5ccc(F)c(F)c5)CC4)c-3nc2c1[N+](=O)[O-],5.75
CHEMBL2036270,CCN[C@H]1CC[C@@H](c2c[nH]c3ccc(NC(=N)c4cccs4)cc32)CC1.Cl,4.64
CHEMBL2036273,CNC1CCCC(c2c[nH]c3ccc(NC(=N)c4cccs4)cc23)C1.Cl,4
CHEMBL1770317,CC(C)C1(c2ccc(-c3ccc4ccccc4c3)[nH]c2=O)OC(=O)NC1=O,
CHEMBL466289,Fc1ccc(CN2CCC3(CC2)OCc2ccccc23)cc1,
CHEMBL1922660,,
CHEMBL2407900,COc1ccc2c(c1)/C(=C\c1ccc3c(/C=C/c4ccc(N5CCN(C)CC5)nc4)n[nH]c3c1)C(=O)N2,
CHEMBL2332925,CCc1cc(S(C)(=O)=O)ccc1C(=O)N1CCOc2ccc(-c3ccc4nc[nH]c4c3)cc2C1,
CHEMBL275006,CC1=NN=C(c2ccc(N)cc2)c2cc3c(cc2C1)OCO3,5.3
CHEMBL474672,Cc1cccc(C)c1OC[C@@H](N)C(C)C,4.7
CHEMBL1597474,CS(=O)(=O)Nc1cccc(-c2nccc(NCc3cccs3)n2)c1,5.4
CHEMBL1512050,CC(C)C[C@H]1C(=O)N2CCC[C@@H]2[C@]2(O)O[C@](NC(=O)[C@@H]3C=C4c5cccc6[nH]c(Br)c(c56)C[C@H]4N(C)C3)(C(C)C)C(=O)N12,6.2
CHEMBL1591860,O=C(c1cnccn1)N1CCC2(CCCN(c3ccccc3)C2)CC1,5.8
CHEMBL1361285,CC(=O)OCC1OC(C#Cc2ccccc2)C=CC1OC(C)=O,5.4
CHEMBL1361406,O=c1c(-c2ccccc2)nc2cnc(Oc3ccccc3)nc2n1C[C@H]1CCCO1,4.9
CHEMBL1373126,CO[C@@H]1/C=C\O[C@]2(C)Oc3c(C)c(O)c4c(O)c(cc(O)c4c3C2=O)NC(=O)/C(C)=C\C=C[C@H](C)[C@@H](O)[C@H](C)[C@H](O)[C@H](C)[C@H](OC(C)=O)[C@@H]1C,5.4
CHEMBL1401243,COc1ccccc1-c1ccc2ncnc(NCc3cnc(C)cn3)c2c1,5
CHEMBL1569638,CC1CCC2C(=O)N3C(CCC(C)C3c3ccccc3Br)C(=O)N2C1c1ccc(C#CCN(C)C)cc1,5.5
CHEMBL1440487,COc1ccccc1CNc1ccnc(-c2ccoc2)n1,5.6
CHEMBL1591619,O=C(c1cc(C(F)(F)F)cc(C(F)(F)F)c1)N1CCC[C@@]2(CCN(c3ncccn3)C2)C1,5
CHEMBL1326944,,
CHEMBL1321247,COc1cc2c(cc1O)CC1c3c(cc(O)c(OC)c3-2)CCN1C,4.6
CHEMBL1333653,COC1=CC(=O)C(O)=C/C1=C\C=C\c1ccccc1,4.6
CHEMBL1407307,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,5
CHEMBL101510,C=CCN1CC[C@@]2(C)c3cc(O)ccc3C[C@H]1[C@H]2C,5.4
CHEMBL1356393,C=CC(C1=CC(=O)C(OC)=C(OC)C1=O)c1ccccc1,4.8
CHEMBL2332068,COc1cccc(CN(CCN(C)C)C(=O)Nc2ccc(-c3cn[nH]c3)cc2)c1,
CHEMBL272693,COc1cc2nccc(Oc3ccc4c(C(=O)Nc5ccncc5)cccc4c3)c2cc1OC,7
CHEMBL584,Cc1c(O)cccc1C(=O)N[C@@H](CSc1ccccc1)[C@H](O)CN1C[C@H]2CCCC[C@H]2C[C@H]1C(=O)NC(C)(C)C,6.26
CHEMBL2332060,CCN(Cc1cccc(OC)c1)C(=O)Nc1ccc(-c2cn[nH]c2)cc1O[C@H]1CCN(C)C1,
CHEMBL2172494,OC[C@H]1O[C@]2(OCc3ccc(Cc4ccc(C5CC5)cc4)cc32)[C@H](O)[C@@H](O)[C@@H]1O,
CHEMBL2418948,CC(=O)Nc1nc2ccc(-c3cnc(N)c(C(F)(F)F)c3)cc2s1,6.1
CHEMBL157101,CC(=O)N1CCN(c2ccc(OCC3COC(Cn4ccnc4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,
CHEMBL2346686,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,
CHEMBL2332927,CCNc1cc(S(C)(=O)=O)ccc1C(=O)N1CCOc2ccc(-c3ccc4nc[nH]c4c3)cc2C1,
CHEMBL3088175,Cc1csc(C(C)(O)c2nnc(Nc3ncn(Cc4c(F)cccc4F)n3)s2)n1,4.32
CHEMBL2448715,CCN(Cc1cccnc1)c1cncc(-c2nc3ccccc3s2)c1,6.1
CHEMBL2448730,Cl.NCC(=O)N(Cc1cccnc1)c1cc(F)cc(-c2nc3ccccc3s2)c1,6
CHEMBL498252,Cc1nc2c3c(c(-n4cncn4)cn2c1C)CC[C@@H](c1ccccc1)N3,6.16
CHEMBL496606,Cc1cccc(C)c1CNc1cc(-n2cncn2)cn2c(C)c(C)nc12,4.77
CHEMBL1929387,,
CHEMBL3091532,Cn1c(N2CCO[C@@H](c3ccc(F)cc3)C2)nc(-c2ccncc2Cl)cc1=O,
CHEMBL1922933,CCCCC[C@@H](Cc1ccc(C(=O)NCCC(=O)O)cc1)C(=O)c1cc2cc(Cl)ccc2n1-c1cccc(C(F)(F)F)c1,
CHEMBL1951324,O=C(Nc1ccc(-c2ccnc3[nH]cnc23)cc1)Nc1cccc(Cl)c1,6.32
CHEMBL1795875,CN1CCC(NC(=O)c2ccc(-c3ccc(-n4c(=O)ccc5cnc6ccc(-c7cnc8ccccc8c7)cc6c54)cc3C(F)(F)F)cc2)CC1,
CHEMBL2442370,O=C1CC(c2ccccc2)C(=O)N1CN1CCOCC1,
CHEMBL1669803,CN(C)CC(=O)Nc1cc(CSc2ncccc2C(=O)Nc2ccc(OC(F)(F)F)cc2)ccn1,
CHEMBL1800150,COCCN(C)Cc1c(-c2ccc(NC(=O)NOC)cc2)sc2c1c(=O)n(CCO)c(=O)n2Cc1c(F)cccc1F,
CHEMBL2158227,CS(=O)(=O)CCN1CCC(c2ccc(NC(=O)c3nc(C#N)c[nH]3)c(C3=CCCCC3)c2)CC1,
CHEMBL2171396,COc1cc(C(=O)N[C@@H](CC(=O)O)c2ccccc2C)nn1-c1ccccc1F,7.58
CHEMBL2178251,Cn1cc(-c2cccc(Cl)c2)c(NC(=O)c2cnn3cccnc23)n1,
CHEMBL2332063,COc1cccc(CN(CCN(C)C)C(=O)Nc2ccc(-c3cn[nH]c3)cn2)c1,
CHEMBL2313472,COc1cc(Sc2c(-c3ccncc3)[nH]c3ccccc23)cc(OC)c1OC,
CHEMBL3092421,O=C1O[C@@H](Cn2ccnn2)CN1c1ccc(-c2ccn3ccnc3c2)c(F)c1,4.82
CHEMBL28079,CCCOc1ccccc1-c1nc2nn[nH]c2c(=O)[nH]1,
CHEMBL141343,Cc1c(C)c2c(c(C)c1O)CCC(C)(CN1CCN(c3cc(N4CCCC4)nc(N4CCCC4)n3)CC1)O2,
CHEMBL271945,CC(C)Oc1cc(-c2ccc(CCNC[C@H](O)c3ccccc3)cc2)ccc1C(=O)O,
CHEMBL2312074,CCS(=O)(=O)c1ccc2[nH]c(Oc3ccc(-c4ccccn4)cc3)nc2c1,
CHEMBL2312069,CCS(=O)(=O)c1ccc2[nH]c(Oc3ccc(C(F)(F)F)cc3)nc2c1,
CHEMBL1922143,COc1cccc(CNC(=O)c2[nH]c3nc(-c4cn[nH]c4)ccc3c2CN2CCOCC2)c1,
CHEMBL418971,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,
CHEMBL3104488,O=C(C(c1ccc(Cl)cc1)c1cccnc1)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,
CHEMBL3104374,CS(=O)(=O)c1ccc(N2CCN(C(=O)C(c3ccc(C#N)cc3)c3cccnc3)CC2)cc1,
CHEMBL3104487,N#Cc1ccc(C(C(=O)N2CCN(c3ccc(C(F)(F)F)nc3)CC2)c2cccnc2)cc1,
CHEMBL3104485,N#Cc1ccc(C(C(=O)N2CCN(c3ccc(C(F)(F)F)cc3)CC2)c2cccnc2)cc1,
CHEMBL3137391,O=C(C(c1ccc(Cl)cc1)c1cncnc1)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,4.75
CHEMBL24441,CNCCc1ccccn1,
CHEMBL1317620,COc1ccccc1CN1CC[C@@]2(CCCN(C(=O)c3ccco3)C2)C1,4.7
CHEMBL1481921,CC(C)(C)c1ccc(OC2C=CC(C#Cc3ccccc3)OC2CO)cc1,5.5
CHEMBL1592117,CC(C)NC(=O)N1CCCC2(CCN(S(=O)(=O)c3ccccc3)CC2)C1,5.1
CHEMBL1604095,N#CCCn1c(=O)c(-c2cc(F)cc(F)c2)nc2cnc(OCc3ccccc3)nc21,4.8
CHEMBL3127509,CC(C)n1cc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)cn1,6.52
CHEMBL3127507,CCCn1cc(S(=O)(=O)c2ccc(NC(=O)[C@H]3C[C@@H]3c3cccnc3)cc2)cn1,6.85
CHEMBL3127500,CS(=O)(=O)c1cccc(S(=O)(=O)c2ccc(NC(=O)[C@@H]3C[C@H]3c3cccnc3)cc2)c1,
CHEMBL551842,CCCCCc1c2c(cc(O)c1C(=O)O)OC(=O)c1c(cc(OC)cc1C(=O)CCCC)O2,4.6
CHEMBL29898,O=C1c2ccc(O)c(O)c2C(=O)c2c(O)ccc(O)c21,5.2
CHEMBL1475200,C[C@@H](c1ccccc1)N1C(=O)[C@H]2CC[C@H]3/C(=N\OCc4ccccc4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C1=O,5.3
CHEMBL1354864,COc1ccc(-n2c(=O)c(C)nc3cnc(Oc4cccc(Cl)c4)nc32)cc1,5.5
CHEMBL1367478,C[C@@H](CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,4.4
CHEMBL508102,CCOC(=O)n1ccn(C)c1=S,
CHEMBL1394118,CCNc1ncc2nc(-c3ccccc3)c(=O)n(-c3ccc(OC)cc3)c2n1,4.9
CHEMBL1472700,C[C@@H](Cc1ccccc1)Nc1ncnc2c1ncn2[C@@H]1O[C@@H](CO)[C@H](O)[C@@H]1O,5
CHEMBL21731,CNCCCC12CCC(c3ccccc31)c1ccccc12,5.6
