Molecule ChEMBL ID,Smiles,pChEMBL Value
CHEMBL1594350,CO/N=C1/c2cc(OC)ccc2O[C@@H](c2cccc(OC)c2)[C@H]1O,5.2
CHEMBL1475311,Cc1cnc(CNc2ncnc3ccc(-c4ccccc4CN(C)C)cc23)cn1,
CHEMBL1493195,Cc1ccc(OCC(=O)NNC(=O)CCC(=O)Nc2ccc(C)cc2C)cc1,
CHEMBL1365269,Cc1cccc(NC(=O)c2onc3c2CCCC3)c1C,
CHEMBL1474603,N#CCCn1c(=O)cnc2cnc(OCc3ccccc3)nc21,
CHEMBL1452116,Cc1nc(-n2nc3c(c2O)CCCC3)[nH]c(=O)c1Cc1ccccc1,
CHEMBL1337978,O=C1[C@H]2CC[C@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C(=O)N1C[C@@H]1CCCO1,
CHEMBL1431831,CC(C)OC(=O)/C(=C\C=C\c1ccccc1)NC(=O)c1ccccc1,
CHEMBL1741672,CC(=O)N[C@@H]1CONC1=O,
CHEMBL442347,N[C@H](C(=O)O)c1cccc(O)c1,
CHEMBL1612051,CO[C@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)[O-])=C(COC(N)=O)CS[C@H]21.[Na+],
CHEMBL1436957,CS(=O)(=O)N1CCC2(CCN(c3ccncc3)CC2)CC1,
CHEMBL1378110,COCc1nnc(NC(=O)CSc2ccc(C)cc2)s1,
CHEMBL1595944,COc1ccc(NC(=O)NCCCN2CCCCC2C)cc1,
CHEMBL1550716,COc1ccc(OC)c(CNC(=O)CCNC(=O)Cn2ccc3ccccc3c2=O)c1,
CHEMBL1588525,CC1CCN(S(=O)(=O)c2ccc3c(c2)C(=NO)c2cc(S(=O)(=O)N4CCC(C)CC4)ccc2-3)CC1,
CHEMBL1416332,Cc1cc(NC(=O)c2nn(C)c(C)c2[N+](=O)[O-])no1,
CHEMBL1362544,Cc1ccc(S(=O)(=O)N2CCN(C(=O)CN3CCN(C)CC3)C2)cc1,
CHEMBL1398185,O=c1c(-c2ccc(Cl)cc2)nc2cnc(N3CCOCC3)nc2n1-c1ccccc1,
CHEMBL1552284,N=C(N)CCNC(=O)[C@@H]1CCC(N)=N1.O=S(=O)(O)O,
CHEMBL1588457,CC1CC(=O)c2cnc(N)nc2C1,
CHEMBL1395024,C[C@H](Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)[O-])C(C)(C)S[C@H]12.[K+],
CHEMBL1544472,CC(SCc1cn2cc(Cl)ccc2n1)C(=O)O,
CHEMBL1742316,O=C(O)c1ccc(C(=O)c2ccccc2)c(C(=O)O)c1,
CHEMBL1742305,CCC(=O)N1C2C3N(C(=O)CC)C1C1N(C(=O)CC)C(C(N1C(=O)CC)N3C(=O)CC)N2C(=O)CC,
CHEMBL1336961,Cc1ccc2c(n1)CC(C)(C)CC2=O,
CHEMBL1777979,Cc1ccc(S(=O)(=O)N2CCNC(=O)[C@H]2CC(=O)N[C@@H]2CCCc3cc(CNCC(C)(C)C)ccc32)cc1,5.66
CHEMBL1256243,O=C(O)[C@H]1NC[C@@H]2[C@H](C(=O)O)[C@H]12,
CHEMBL1742343,N=C(N)C(/N=N\c1ccccc1)C(=N)N,
CHEMBL1432603,CC(C)CCN1C(=O)c2ccc(-c3nc4ccccc4c(=O)o3)cc2C1=O,
CHEMBL1741652,COC(=O)C/C=C\[C@H](C)[C@H](CO)NS(=O)(=O)c1ccc(C)cc1,
CHEMBL1389184,COc1cccc(Cn2nnc3c(O)nc(C4CCCN(C(=O)c5ccccc5Cl)C4)nc32)c1,5.7
CHEMBL1551503,CN(C)c1ccc(-c2nccc(Nc3ccc(F)cc3)n2)cc1,4.9
CHEMBL1333080,CCOC(=O)CSc1nnc(CSc2nc(O)c3c4c(sc3n2)CCCC4)n1-c1ccccc1,6
CHEMBL1550935,C[N+]1(C)CCO[C@@](O)(c2ccc(-c3ccc([C@]4(O)C[N+](C)(C)CCO4)cc3)cc2)C1,6.9
CHEMBL221300,COc1cc(/C=C\c2ccc(OC)cc2OC)cc(OC)c1,4.8
CHEMBL1333410,O=C(Oc1ccc2ccccc2c1Br)N1CCCCCC1,4.85
CHEMBL1162494,CC(=O)N[C@@H](CC(=O)O)C(=O)O,
CHEMBL1555037,COc1ccc(-c2nc3cnc(N4CCNCC4)nc3n(-c3ccccc3)c2=O)cc1,5.6
CHEMBL1514931,[NH-]S(=O)(=O)Cc1noc2ccccc12.[Na+],4.5
CHEMBL1607623,c1ccc(C[C@@H](Nc2cccnc2)c2ccccc2)cc1,5.5
CHEMBL1311417,CCN(CC)CCNC(=O)Cn1nc(-c2ccc(C)cc2)ccc1=O,
CHEMBL1741571,NC[C@@H](Cc1ccccc1)P(=O)(O)O,
CHEMBL1399842,Cc1noc(COc2ccc(OCc3nc(C)no3)cc2)n1,
CHEMBL1489512,COc1ccc(-n2ccnc2SCC(=O)Nc2ccccc2)cc1,4.95
CHEMBL1482542,CC(C)Cn1c(N)c(C(=O)CSc2ccc3c(c2)OCCO3)c(=O)n(C)c1=O,5.4
CHEMBL1450507,COc1ccccc1CN(Cc1cc2cc(C)cc(C)c2nc1O)Cc1nnnn1CC1CCCO1,5
CHEMBL71754,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H](CN1CCCC1)c1cccc(OCC(=O)O)c1,
CHEMBL1394944,COc1ccc(-c2nc3cnc(N(C)C)nc3n(C)c2=O)cc1,
CHEMBL1372635,COc1ccc(Oc2ncc3nc(CCc4ccccc4)c(=O)n(C[C@H]4CCCO4)c3n2)cc1,6
CHEMBL1318847,Cc1cnc(CNc2ccnc(-c3ccoc3)n2)cn1,4.6
CHEMBL386466,O=C(O)c1cnc2cc(C(F)(F)F)ccc2c1O,
CHEMBL1742280,Cc1cc(C)c2c(-n3cccc3)[nH]nc2n1,
CHEMBL1407848,CCCCCn1c(SCc2ccncc2)nc2cc(C(=O)NCc3ccco3)ccc2c1=O,6.1
CHEMBL1338229,CCn1ccnc1C[C@@H]1COc2ccccc2O1,
CHEMBL559934,NC1(C(=O)O)CCCCC1,
CHEMBL2323769,Cn1cc(-c2cnc3ccc4ccc(CS(=O)(=O)NCc5ccccc5Cl)cc4c(=O)c3c2)cn1,
CHEMBL3145252,Cc1[nH]n(-c2nc3ccccc3[nH]2)c(=O)c1-c1ccccc1,
CHEMBL1933792,Oc1c2c(nn1-c1ccccn1)CCc1cc(-c3ccccc3)ccc1-2,
CHEMBL1935436,OCCN1CCCC(c2nc3ccccc3n2Cc2ccc(F)cc2)C1,
CHEMBL1938400,,
CHEMBL3593587,CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,
CHEMBL3593590,N#CCC(=O)N1CCC[C@@H](n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,
CHEMBL1951326,O=C(Nc1ccccc1)Nc1ccc(-c2ccnc3[nH]cnc23)cc1,5.92
CHEMBL1951332,CCOC(=O)c1cccc(NC(=O)Nc2ccc(-c3ccnc4[nH]cnc34)cc2)c1,7.36
CHEMBL1951447,COc1cccc(-c2ccc(NC(=O)Nc3ccc(-c4ccnc5[nH]cnc45)cc3)cc2)c1,7.32
CHEMBL1209628,C[C@@H](c1ccc(Cl)cc1)N1Cc2cncn2C(CC2(C)COC2)S1(=O)=O,
CHEMBL1951596,Cn1c(=O)n(Cc2nccc3ccccc23)c(=O)c2c1c(C#N)c(N1CCC[C@H](N)C1)n2Cc1ccccc1,
CHEMBL556833,CCC(c1ccc(-c2cccc(O)c2)cc1)n1ccnc1,
CHEMBL571003,CCC(c1ccc(-c2ccc(O)c(O)c2)cc1F)n1ccnc1,
CHEMBL540997,CCC(c1ccc(-c2cccc(OC)c2)cc1)n1ccnc1,
CHEMBL556833,CCC(c1ccc(-c2cccc(O)c2)cc1)n1ccnc1,
CHEMBL565098,CCC(c1ccc(-c2cc(O)cc(O)c2)cc1)n1ccnc1,
CHEMBL571003,CCC(c1ccc(-c2ccc(O)c(O)c2)cc1F)n1ccnc1,
CHEMBL540997,CCC(c1ccc(-c2cccc(OC)c2)cc1)n1ccnc1,
CHEMBL549568,CCC(c1ccc(-c2ccc(OC)c(OC)c2)cc1)n1ccnc1,
CHEMBL1086579,Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1,
CHEMBL3526824,CCC(C)n1ncn(-c2ccc(N3CCN(c4ccc(OCC(=O)CO)cc4)CC3)cc2)c1=O,
CHEMBL3542299,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)O)O1,
CHEMBL3527423,,
CHEMBL64688,COc1ccc(OCC(O)CN2CCN(C(CNC(=O)c3ccccc3OC)c3ccccc3)CC2)cc1,
CHEMBL3669004,Cc1cnc2[nH]cc(Cc3cnc(NCc4cccc(N5CCCC5)n4)nc3)c2c1,
CHEMBL220407,CC(C)N1CCN(C(=O)N2CCC(NC(=O)C3CCCC3)CC2)CC1,
CHEMBL218834,CC(C)N1CCN(C(=O)N2CCC(C(=O)N3CC4CCC(CC4)C3)CC2)CC1,
CHEMBL218410,CC(C)N1CCN(C(=O)N2CCC(C(=O)OC(C)(C)C)CC2)CC1,
CHEMBL3785323,COc1ccc2nc(C(F)(F)F)c3c(c2c1)CC[C@]1(C[C@H]2C(=O)N[C@]4(C(=O)NS(=O)(=O)C5(C)CC5)C[C@H]4/C=C\CCCCC[C@H](NC(=O)OCC(C)C)C(=O)N2C1)O3,
CHEMBL352806,Cc1cc(C)cc(-c2[nH]c3ccc(C(C)(C)C(=O)N4CC5CCC4CC5)cc3c2[C@H](C)CNCCc2c[nH]c3ncnc-3c2)c1,5.4
CHEMBL3667554,COc1ccc(S(=O)(=O)N2CCC[C@H]2C(=O)Nc2cccc(SC)c2)cc1,5.1
CHEMBL1599096,CCC1=C2CC[C@H]3C(=O)N(CC)C(=O)[C@H]3[C@H]2[C@@]2(Cc3ccccc3)C(=O)N(CCOC)C(=O)N2C1=O,4.8
CHEMBL1318163,Cc1ccc2c(c1)CC[C@H]1CC(=O)CC[C@@]21C,4.8
CHEMBL1395137,Cn1cc(-c2nc3cnc(N4CCNCC4)nc3n(CCc3ccccc3)c2=O)c2ccccc21,4.9
CHEMBL1397257,Cc1nc2cnc(N3CCN(C)CC3)nc2n(CCc2ccccc2)c1=O,4.8
CHEMBL1520025,CC(=O)[C@@H]1CC[C@@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@@]4(C)[C@H]3[C@H](O)C[C@@]12C,5.1
CHEMBL1330500,O=S(=O)(c1cccc2ncccc12)N1CCNCC1,5.4
CHEMBL406120,CCCCCCN(C(=O)CCCCCN1C(=O)NC(c2ccc(-c3ccccc3)cc2)C(C(=O)OCc2ccccc2)=C1C)C(C(=O)NCCCC)c1ccc(OCC(=O)OC)cc1,5
CHEMBL1436416,CC[C@@H]1CN2CC[C@@H]1C[C@H]2[C@H](O)c1ccnc2ccc(OC)cc12,6.4
CHEMBL1434568,Cl.NNCc1ccccc1,5.1
CHEMBL1597690,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC(=O)OC)[C@]2(C)[C@H]2C1=CC[C@H]1C(=O)NC(=O)[C@H]12,4.9
CHEMBL1397221,COC(=O)N1CCC2(CC1)CCN(c1ccccc1)CC2,4.5
CHEMBL1402381,N#Cc1ccc(CN2CC[C@@]3(CCCN(S(=O)(=O)c4ccccc4)C3)C2)cc1,5
CHEMBL1357247,C/C(O)=C(/C#N)C(=O)Nc1cc(Br)ccc1Br,4.8
CHEMBL1671922,CC(C)(C)CC(=O)Nc1ccc(C(=O)Nc2nccs2)cc1,
CHEMBL1434149,S=C(Nc1ccccc1)Nc1ccccc1C#Cc1ccccc1,5.1
CHEMBL1449458,Cc1cnc(CNc2cc(-c3cccc(NS(C)(=O)=O)c3)ncn2)cn1,4.6
CHEMBL1322319,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\O[C@@H](C)c1cn([C@H](CO)Cc2ccccc2)nn1)OC,5.5
CHEMBL1354966,C[C@H]1C[C@@H]2[C@H]3CCC4=CC(=O)C=C[C@@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@]1(OC(=O)c1ccco1)C(=O)CCl,5.4
CHEMBL1609007,COC(=O)C1(C)C=CC2(CCCCC2)N1C(C)=O,4.8
CHEMBL19224,COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,5.6
CHEMBL1336727,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,4.9
CHEMBL1362225,CNC(=O)[C@@H]1C[C@H]1[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,4.9
CHEMBL1436475,Cc1cnc(CNc2ncncc2-c2ccc(C(=O)N(C)C)cc2)cn1,4.9
CHEMBL1434583,COc1cc(C[C@H](C)N)c(OC)cc1I,5.8
CHEMBL1414232,C[C@@H](C(=O)Nc1ccc2ccccc2c1)[C@@H]1C[C@@]1(C)[C@@H](NS(=O)(=O)c1ccc2ccccc2c1)c1ccccc1,4.8
CHEMBL1402049,NCCSc1nc2ccccc2s1,5.5
CHEMBL1315250,CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,5.5
CHEMBL1414269,CNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,4.8
CHEMBL1554763,CCNc1ncc2nc(-c3cccc(C#N)c3)c(=O)n(C)c2n1,4.5
CHEMBL1668240,O=C(N[C@H]1CC[C@H](C(=O)O)CC1)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,
CHEMBL1668257,O=C(Nc1ccc(-c2nnn[nH]2)cc1F)[C@H](C1CCCCC1)n1c(-c2ccc(Cl)cc2)nc2cc(F)c(F)cc21,5.11
CHEMBL1445979,O=C(Nc1cccc(F)c1)N1CCC2(CC1)CCN(C(=O)c1cccc(F)c1)CC2,5.1
CHEMBL1482759,CCNc1ncc2nc(-c3cccs3)c(=O)n(C[C@H]3CCCO3)c2n1,5.1
CHEMBL1324656,CCCNC(=O)OC[C@H]1O[C@@H](CCO/N=C\[C@@H](NS(=O)(=O)c2ccc(C)cc2)[C@H](C)/C=C\CC(=O)OC)C=C[C@@H]1Oc1ccc(OC)cc1,5.5
CHEMBL1522030,COC(=O)[C@@H]1C[C@@H]2CC[C@@H](O)C[C@@H]2N1Cc1ccc(N2CCOCC2)cc1,5.4
CHEMBL1317761,COc1cccc(-c2nc(N3CCN(C)CC3)c3ccccc3n2)c1,4.8
CHEMBL1397636,COc1ccccc1-c1nc(Nc2ccncc2)c2ccccc2n1,5.5
CHEMBL1476099,COc1cc2c(cc1OC)[C@@H]1C(=O)c3ccc4oc(C(C)C)cc4c3OC1CO2,4.4
CHEMBL1255662,NC(=O)CNCCC(c1ccccc1)c1ccccc1,5.7
CHEMBL1598624,CC(=O)OC1CC2C(C)(C)C(O)CC[C@@]2(C)C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C4O[C@@]43[C@]12C,5.6
CHEMBL1608410,CCCCCCC#Cc1cc(OC)c(OC)cc1C(N1CC(C)c2ccccc21)N1CC(C)c2ccccc21,5.5
CHEMBL2374076,COC(=O)CC1[C@@]2(C)C[C@@]34OC5(C)OC6(CC[C@@]7(C)C(c8ccoc8)OC(=O)C(C(C)=O)C7[C@]6(O5)C(O)[C@@]3(O)C2O)[C@]14C,4.4
CHEMBL1395431,CCNc1ncc2nc(-c3cccs3)c(=O)n(CCc3ccccc3)c2n1,4.8
CHEMBL1330385,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(Cc4c(CO)ncc(C)c4O)c3C[C@H]2CN1C(=O)c1ccccc1,5.6
CHEMBL1437648,O=c1c2ccccc2sc2c(CO)ccc(NCCN3CCCCC3)c12,5.2
CHEMBL219916,O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,4.8
CHEMBL1201156,CNCCC=C1c2ccccc2CCc2ccccc21.Cl,4.6
CHEMBL172064,CCOc1ccc2c(c1)C(C)=CC(C)(C)N2,4.8
CHEMBL1374028,COc1cc2c(cc1OC)C(CCN)=NCC2,5.4
CHEMBL1593019,COC(=O)N1CCC[C@@]2(CCN(C(=O)Nc3cccc(F)c3)C2)C1,4.9
CHEMBL1473934,O=c1cnc2cnc(Nc3ccccc3)nc2n1C[C@H]1CCCO1,4.5
CHEMBL490743,CN(C)Cc1ccccc1-c1cncnc1NCc1ccccc1,5.7
CHEMBL1520940,N#CCCn1c(=O)c(CCc2ccccc2)nc2cnc(N3CCOCC3)nc21,7.9
CHEMBL679,CNC[C@H](O)c1ccc(O)c(O)c1,4.5
CHEMBL1376143,O=C(c1ccco1)N1CCC[C@@]2(CCN(c3ccccn3)C2)C1,4.8
CHEMBL1334709,COC(=O)[C@]1(C)C[C@H]1[C@H](NP(=O)(c1ccccc1)c1ccccc1)c1ccccc1,4.9
CHEMBL1489424,O=[N+]([O-])c1ccc(S(=O)(=O)Cc2ccccc2)c([N+](=O)[O-])c1,6.5
CHEMBL587714,,
CHEMBL1569592,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4c[nH]c5ccc(OC)cc45)c3C[C@H]2CN1C(=O)c1ccccc1,6.6
CHEMBL1371311,c1ccc2nc(CC[C@@H]3CCCCN3)ccc2c1,5.4
CHEMBL1475945,C/C(CCN1CCc2nc(-c3ccccc3)c(-c3ccccc3)cc2C1)=N\O[C@@H](C)CN1CCCc2nc(C)c(C)cc21,5.4
CHEMBL1371397,COc1ccc(COC2OC[C@]3(C)[C@H]4C5=C(CN3C(=O)OC(C)(C)C)[C@H](C)C(CO)C(CO)C5CC[C@@H]24)cc1,5.1
CHEMBL1610955,O=C(c1cccc(F)c1)N1CCC[C@@]2(CCN(C(c3ccccc3)c3ccccc3)C2)C1,5.4
CHEMBL1315508,N#CCCn1c(=O)c(-c2ccc(F)cc2)nc2cnc(OCc3ccccc3)nc21,4.8
CHEMBL1533465,CCCCc1c2ccccc2nc2[nH]c3ccccc3c12,4.8
CHEMBL39,NCCc1c[nH]c2ccc(O)cc12,4.6
CHEMBL30131,CC(=O)NNc1ccccc1,4.5
CHEMBL1410006,,
CHEMBL1321847,C#CCCCO/N=C1/C[C@@H](O)[C@@H](O)[C@H]2[C@H]1CC[C@H]1C(=O)N(c3ccc(F)cc3F)C(=O)[C@H]21,5.5
CHEMBL1330334,CC(=O)N1C2(C=CC1(C)C(=O)NCc1ccccn1)CCCCC2,4.9
CHEMBL1554844,CCCCCCC1Cc2cc(OC)c(OC)cc2C(C(C(=O)OCC)C(=O)OCC)O1,5.5
CHEMBL1333970,Cn1cc(C(F)(F)F)nc1-c1ccc(OC[C@@H](O)CNCCOc2ccc(O)c(C(N)=O)c2)cc1,4.6
CHEMBL259849,CC1=C(C(=O)OCc2ccccc2)C(C2CCCCC2)NC(=O)N1CCCCCC(=O)O,4.8
CHEMBL1592760,O=c1c(CCc2ccccc2)nc2cncnc2n1C1CC1,5
CHEMBL1327355,CN(Cc1ccco1)c1ncnc2ccc(-c3ccccc3C#N)cc12,4.5
CHEMBL1327358,Cc1nc(NCc2ccccc2)c2nc(-c3ccccc3)n(C(C)CN(C)C)c2n1,5
CHEMBL1555028,CN(C)C(=O)c1ccc(-c2nccc(NCc3ccccc3)n2)cc1,4.7
CHEMBL1591896,c1cncc(CNc2ccnc(-c3cccnc3)n2)c1,6.2
CHEMBL351772,CCCOc1ccc(Br)cc1-c1cc(-c2ccc(Cl)cc2)[nH]c1-c1ccncc1,5.9
CHEMBL1391326,Nc1ccc(N)c(Cl)c1.O=S(=O)(O)O,5
CHEMBL1436845,CC(=O)OC[C@@H]1O[C@H](CCO/N=C(\C)CCN2CCCc3nc(C)c(C)cc32)C=C[C@@H]1OC(C)=O,5.4
CHEMBL1603100,C[C@@H]1CC[C@H]2C(=O)NC[C@@H](O)CN2[C@@H]1c1ccc(Br)cc1,5.4
CHEMBL295316,CC1=CC(=O)c2c(O)cccc2C1=O,4.5
CHEMBL1515401,COc1ncc2nc(-c3ccccc3)c(=O)n(CCc3ccccc3)c2n1,4.9
CHEMBL1566504,C=C1C(CCl)(CCl)C2(Cl)C(Cl)C(Cl)C1(Cl)C2(Cl)Cl,5.3
CHEMBL129529,CCCCN(CCCC)CCCOC(=O)c1ccc(N)cc1,4.4
CHEMBL1513063,COc1ccccc1-c1ccc2ncnc(N3CCNCC3)c2c1,4.8
CHEMBL1452910,CC(C)c1cccc2nc3c(c(C(C)(C)C)c12)Cn1c-3cccc1=O,5.3
CHEMBL1492385,Nc1nc(/C(=C/CC(=O)O)C(=O)NC2C(=O)N3C(C(=O)O)=CCSC23)cs1,4.5
CHEMBL445969,CNC1=C(Cl)C(=O)c2ccncc2C1=O,5.8
CHEMBL1374355,CN(C)c1ncnc2ccc(-c3ccoc3)cc12,4.9
CHEMBL1452888,CCC1=C(OC(=O)N(CC)CC)N2C(=O)O/C(=N\CC3CC3)[C@]2(Cc2ccccc2)[C@H]2C1=CC[C@H]1C(=O)N(C)C(=O)[C@H]12,5.4
CHEMBL1357193,O=C1[C@H]2CC[C@@H]3/C(=N\OC[C@@H](O)COCc4ccco4)C[C@@H](O)[C@@H](O)[C@@H]3[C@@H]2C(=O)N1Cc1ccccc1,5.4
CHEMBL1473622,CC[C@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@@H]2N(C)C1,5.7
CHEMBL1513050,C=C1C2CC[C@@]3(C)C(c4ccoc4)OC(=O)C[C@@]13OC1CC(OC(C)=O)C(C)(C)C(CC(=O)OC)[C@@]12C,5.9
CHEMBL1397192,O=c1c(-c2cccs2)nc2cnc(Oc3ccccc3)nc2n1Cc1cccs1,4.8
CHEMBL1414269,CNc1nc(-c2ccc(N(C)C)cc2)nc2ccccc12,4.8
CHEMBL1597449,CC(=O)OC(C(=O)c1ccccc1)c1ccccc1,4.6
CHEMBL37312,CC(C)Oc1cccc(-n2c(CCc3c[nH]c4ccc(Br)cc34)nc3ccccc3c2=O)c1,5.4
CHEMBL1475737,CC(=O)NCCNc1nc(-c2cccnc2)nc2ccccc12,5.2
CHEMBL586058,C=CCNC(=O)c1cc([N+](=O)[O-])cc2c(=O)[nH]c(Nc3ccc(Cl)c(Cl)c3)nc12,5
CHEMBL1475695,CS(=O)(=O)Nc1cccc(-c2ccc3ncnc(N4CCOCC4)c3c2)c1,5.1
CHEMBL304818,CC1=C(C)C(=O)C(CCCCC#CCCCC#CCO)=C(C)C1=O,6.1
CHEMBL1532000,CO[C@@H]1COC(=O)[C@H]2CCCN2C(=O)C/C=C\[C@H](C)[C@@H](OC)COC(=O)CCC[C@H]1C,5.3
CHEMBL1314371,COc1cccc(Cn2c(=O)c(-c3ccc(Cl)cc3)nc3cnc(OC)nc32)c1,5.4
CHEMBL1358568,C[C@@H](C(=O)NCc1ccccn1)[C@@H]1C[C@@]1(C)[C@@H](NC(=O)OCc1ccccc1)c1ccccc1,5
CHEMBL1321552,Cc1ccc2c(c1)N[C@H](c1ccc(C(=O)O)cc1)c1cccn1-2,7.3
CHEMBL1491749,COC(=O)[C@H]1C[C@@H]1[C@H](NS(=O)(=O)c1ccccc1)c1ccccc1,4.8
CHEMBL817,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,4.4
CHEMBL1602568,CCNc1ncc2nc(-c3ccccc3)c(=O)n(Cc3cccc(OC)c3)c2n1,5
CHEMBL1472753,COc1ccccc1CNc1ccnc(-c2ccc(C(=O)N(C)C)cc2)n1,4.6
CHEMBL1373610,COC(=O)[C@@]1(Cc2ccc(OC)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4ccc(O)c(OC)c4)c3C[C@H]2CN1C(=O)c1ccccc1,5.7
CHEMBL1316219,O=C(OC[C@@H](O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,5.3
CHEMBL1553114,COc1ccc(CNc2cc(-c3ccccc3C)ncn2)c(OC)c1,5.3
CHEMBL540989,N=C(N)NCCC[C@H](NC(=O)CC1(CC(=O)N2CCN(C3c4ccccc4NC(=O)c4ccccc43)CC2)CCCC1)C(=O)NCCn1c(=O)n(-c2ccccc2)n(-c2ccccc2)c1=O,4.9
CHEMBL289233,COc1ccc2[nH]c(I)c(CCNC(C)=O)c2c1,4.8
CHEMBL1643783,CN([C@@H]1CCc2c(CC(=O)O)c3cccc(F)c3n2C1)S(=O)(=O)c1ccc(F)cc1,
CHEMBL3310295,N#CC1(c2cc(C[C@@H](O)CO)cc(-c3ccnc4[nH]nc(C(F)(F)F)c34)c2)CC1,
CHEMBL3359356,C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4C(C)(C)[C@@H](O)CC[C@@]45C[C@@]35CC[C@]12C)C(C)(C)O,
CHEMBL276856,Cn1cc(Cc2cn(CC(=O)N(CCO)Cc3ccc(-c4ccc(Cl)cc4)cc3)c(SCc3ccc(F)cc3)nc2=O)cn1,4.72
CHEMBL3318024,CCNC(=O)Nc1ccc2ncc(-c3ccc(OC)c(OC)c3)cc2n1,
CHEMBL14563,Cc1cc2c(cc1Cl)N(C(=O)Nc1ccc(Oc3cccnc3C)nc1)CC2,
CHEMBL493937,CN1CCCN(c2cncc(-c3cccc(/C=C/C(=O)O)c3)n2)CC1,
CHEMBL3337534,O=C(N[C@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccncc1)c1ccc(-c2cc(C(F)(F)F)ccc2F)cc1F,
CHEMBL1316749,C=CC[C@@H]1C=C[C@H](Oc2ccc(C)cc2)[C@H](COC(=O)NCc2cccc3ccccc23)O1,5.5
CHEMBL1444413,COC(=O)C/C=C\[C@@H](C)[C@@H](/C=N\OC[C@@H](O)[C@H]1O[C@H]2OC(C)(C)O[C@H]2[C@@H]1O)NS(=O)(=O)c1ccc(C)cc1,5.4
CHEMBL3291120,,
CHEMBL1569592,COC(=O)[C@@]1(Cc2ccc(F)cc2)[C@H]2c3cc(C(=O)N4CCCC4)n(CCc4c[nH]c5ccc(OC)cc45)c3C[C@H]2CN1C(=O)c1ccccc1,6.6
CHEMBL1611192,N[C@@H](C(=O)O)c1cc(O)ccc1Cl,4.8
CHEMBL269538,COc1ccc2c(c1)[nH]c1c(C)nccc12,4.4
CHEMBL1442997,Cn1cccc1C(=O)N1CCC2(CC1)CCN(c1ccc(-c3ccccc3)cc1)CC2,4.8
CHEMBL1554459,C/C(CCN1CCCCc2nc(C)c(C)cc21)=N\O[C@@H](C)c1cc(-c2c(C)cc(C)cc2C)no1,5.4
CHEMBL1490477,CS(=O)(=O)Nc1cccc(-c2nc(NC3CC3)c3ccccc3n2)c1,5.5
CHEMBL1568917,COc1ccc(/C=C/NC(=O)c2ccc(OC)cc2)cc1,5.5
CHEMBL265943,CC1=C(C(=O)OCc2ccccc2)C(c2ccccc2-c2ccccc2)NC(=O)N1CCCCCC(=O)O,5
CHEMBL1321459,COC(=O)[C@@]1(Cc2ccccc2)[C@H]2c3cc(C(=O)N4CCCC4)n(C)c3C[C@H]2CN1C(=O)c1ccccc1,5.4
CHEMBL1395088,O=S(=O)(c1ccccc1)N1CCC[C@@]2(CCN(c3ccncc3)C2)C1,5.4
CHEMBL1601824,C/C=C/OC(=O)NC(c1ccccc1)[C@@]1(C(=O)OCC)CCCC1=O,7.8
